movieId,title,genres
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)","['Adventure', 'Children', 'Fantasy']"
44191,V for Vendetta (2006),"['Action', 'Sci-Fi', 'Thriller', 'IMAX']"
45499,X-Men: The Last Stand (2006),"['Action', 'Sci-Fi', 'Thriller']"
45722,Pirates of the Caribbean: Dead Man's Chest (2006),"['Action', 'Adventure', 'Fantasy']"
46578,Little Miss Sunshine (2006),"['Adventure', 'Comedy', 'Drama']"
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),['Comedy']
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)","['Drama', 'Fantasy', 'Thriller']"
48516,"Departed, The (2006)","['Crime', 'Drama', 'Thriller']"
48774,Children of Men (2006),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
48780,"Prestige, The (2006)","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
49272,Casino Royale (2006),"['Action', 'Adventure', 'Thriller']"
49530,Blood Diamond (2006),"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'War']"
50872,Ratatouille (2007),"['Animation', 'Children', 'Drama']"
51255,Hot Fuzz (2007),"['Action', 'Comedy', 'Crime', 'Mystery']"
51662,300 (2007),"['Action', 'Fantasy', 'War', 'IMAX']"
52973,Knocked Up (2007),"['Comedy', 'Drama', 'Romance']"
53125,Pirates of the Caribbean: At World's End (2007),"['Action', 'Adventure', 'Comedy', 'Fantasy']"
54001,Harry Potter and the Order of the Phoenix (2007),"['Adventure', 'Drama', 'Fantasy', 'IMAX']"
54286,"Bourne Ultimatum, The (2007)","['Action', 'Crime', 'Thriller']"
54503,Superbad (2007),['Comedy']
55820,No Country for Old Men (2007),"['Crime', 'Drama']"
56174,I Am Legend (2007),"['Action', 'Horror', 'Sci-Fi', 'Thriller', 'IMAX']"
56367,Juno (2007),"['Comedy', 'Drama', 'Romance']"
58559,"Dark Knight, The (2008)","['Action', 'Crime', 'Drama', 'IMAX']"
59315,Iron Man (2008),"['Action', 'Adventure', 'Sci-Fi']"
59784,Kung Fu Panda (2008),"['Action', 'Animation', 'Children', 'Comedy', 'IMAX']"
60069,WALL·E (2008),"['Adventure', 'Animation', 'Children', 'Romance', 'Sci-Fi']"
63082,Slumdog Millionaire (2008),"['Crime', 'Drama', 'Romance']"
68157,Inglourious Basterds (2009),"['Action', 'Drama', 'War']"
68358,Star Trek (2009),"['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
68954,Up (2009),"['Adventure', 'Animation', 'Children', 'Drama']"
69122,"Hangover, The (2009)","['Comedy', 'Crime']"
69844,Harry Potter and the Half-Blood Prince (2009),"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'IMAX']"
70286,District 9 (2009),"['Mystery', 'Sci-Fi', 'Thriller']"
71535,Zombieland (2009),"['Action', 'Comedy', 'Horror']"
72998,Avatar (2009),"['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
73017,Sherlock Holmes (2009),"['Action', 'Crime', 'Mystery', 'Thriller']"
74458,Shutter Island (2010),"['Drama', 'Mystery', 'Thriller']"
76093,How to Train Your Dragon (2010),"['Adventure', 'Animation', 'Children', 'Fantasy', 'IMAX']"
78499,Toy Story 3 (2010),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']"
79132,Inception (2010),"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX']"
80463,"Social Network, The (2010)",['Drama']
81845,"King's Speech, The (2010)",['Drama']
89745,"Avengers, The (2012)","['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
91500,The Hunger Games (2012),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
91529,"Dark Knight Rises, The (2012)","['Action', 'Adventure', 'Crime', 'IMAX']"
99114,Django Unchained (2012),"['Action', 'Drama', 'Western']"
106782,"Wolf of Wall Street, The (2013)","['Comedy', 'Crime', 'Drama']"
109374,"Grand Budapest Hotel, The (2014)","['Comedy', 'Drama']"
109487,Interstellar (2014),"['Sci-Fi', 'IMAX']"
112852,Guardians of the Galaxy (2014),"['Action', 'Adventure', 'Sci-Fi']"
122904,Deadpool (2016),"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
