Product Title,Product Price,Product Rating,Product Review,Product Feature,Brand,Processor,RAM,OS,Storage,Display,Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,34890.0,4.1,"1,039 Ratings & 92 Reviews",AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,Lenovo,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Years Onsite�Warranty
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and...,22990.0,4.2,"3,042 Ratings & 387 Reviews",Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD86.84 cm (34.19 cm) Display1 Year Onsite Warranty,Infinix,Intel Core i3 Processor,(10th Gen)8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,86.84 cm (34.19 cm) Display,1 Year Onsite Warranty
Lenovo IdeaPad 1 Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Lapt...,26990.0,4.2,593 Ratings & 60 Reviews,AMD Athlon Dual Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,Lenovo,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty
ASUS TUF Gaming F15 with 90WHr Battery Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 G...,59990.0,4.5,950 Ratings & 91 Reviews,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,Intel Core i5 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,40990.0,4.4,792 Ratings & 111 Reviews,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,109990.0,4.6,268 Ratings & 19 Reviews,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD33.78 cm (13.3 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",APPLE,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Limited Warranty
MSI GP65 Leopard Core i7 10th Gen 10750H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NV...,130990.0,4.5,791 Ratings & 110 Reviews,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplaySHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker2 Year Warranty Term for Gaming",MSI,Intel Core i7 Processor,(10th Gen)16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,"39.62 cm (15.6 inch) DisplaySHIFT, SteelSeries Engine 3, Matrix Display",2 Year Warranty
ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,44990.0,4.5,528 Ratings & 48 Reviews,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,8990.0,4.2,773 Ratings & 207 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,51990.0,4.3,"1,768 Ratings & 177 Reviews",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,ASUS,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty
MSI Modern 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and...,36990.0,4.4,459 Ratings & 63 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,MSI,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty
HP Pavilion (2023) Eyesafe Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Th...,57990.0,4.4,"1,562 Ratings & 173 Reviews",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,HP,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
HP Envy x360 (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fe0027TU Lapt...,87490.0,4.0,5 Ratings & 0 Reviews,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,HP,Intel Core i5 Processor,(13th Gen)16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,1 Year Onsite Warranty
ASUS Vivobook S 14 Flip Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ740WS...,61990.0,4.5,116 Ratings & 9 Reviews,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,ASUS,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty
SAMSUNG Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XFG-KA3IN Thin a...,84990.0,4.4,203 Ratings & 27 Reviews,Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,SAMSUNG,Intel Core i7 Processor,(13th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,34990.0,4.1,459 Ratings & 82 Reviews,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,Infinix,Intel Core i5 Processor,(12th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,11990.0,4.2,"2,180 Ratings & 690 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,94990.0,4.4,20 Ratings & 1 Reviews,AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,ASUS,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty
Acer Nitro V Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,63990.0,4.3,69 Ratings & 10 Reviews,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),Acer,Intel Core i5 Processor,(13th Gen)16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty
Infinix X2 Slim Series Core i5 11th Gen 1155G7 - (16 GB/1 TB SSD/Windows 11 Home) XL23 Thin and Light ...,32990.0,4.2,418 Ratings & 69 Reviews,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,Infinix,Intel Core i5 Processor,(11th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
HP Pavilion x360 (2023) Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU Th...,75990.0,4.2,108 Ratings & 16 Reviews,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,HP,Intel Core i5 Processor,(13th Gen)16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,94990.0,4.7,"12,076 Ratings & 1,028 Reviews","Apple M1 Processor8 GB DDR4 RAMMac OS Operating System256 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",APPLE,Apple M1 Processor,8 GB DDR4 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,
Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,37990.0,4.1,459 Ratings & 82 Reviews,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,Infinix,Intel Core i5 Processor,(12th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,34999.0,4.2,136 Ratings & 11 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,DELL,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,8990.0,4.2,773 Ratings & 207 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,51990.0,4.3,"1,768 Ratings & 177 Reviews",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,ASUS,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty
realme Book Prime Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Li...,46990.0,4.3,457 Ratings & 69 Reviews,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty,realme,Intel Core i5 Processor,(11th Gen)16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Domestic Warranty
Acer TravelMate P2 Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 11 Home) TMP214-53 Thin and Light...,50990.0,4.5,17 Ratings & 6 Reviews,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,Acer,Intel Core i7 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,10990.0,4.2,324 Ratings & 97 Reviews,MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8183 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,12490.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMPrime OS Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light Laptop,48990.0,4.2,241 Ratings & 20 Reviews,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,HP,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light...,48990.0,4.2,165 Ratings & 14 Reviews,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,DELL,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
Lenovo IdeaPad Slim 5 Intel Core Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 16IAH8 L...,61990.0,4.1,67 Ratings & 13 Reviews,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Premium Support with 1 Year Onsite Warranty,Lenovo,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Premium Support with 1 Year Onsite Warranty
Lenovo ThinkPad 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin a...,39990.0,3.8,66 Ratings & 10 Reviews,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Lenovo,Intel Core i5 Processor,(12th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...",48990.0,4.5,420 Ratings & 42 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,ASUS,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,11990.0,4.2,"2,180 Ratings & 690 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,29.46 cm (11.6 Inch) Display,1 Year Pick and Drop Warranty
HP Pavilion 15 (2023) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-eg2017TU Thi...,47990.0,4.4,81 Ratings & 10 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,HP,Intel Core i3 Processor,(12th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,49990.0,4.1,137 Ratings & 14 Reviews,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,Lenovo,Intel Core i5 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,94990.0,4.4,20 Ratings & 1 Reviews,AMD Ryzen 9 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,ASUS,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty
Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and...,15606.0,4.1,"1,176 Ratings & 350 Reviews",MediaTek MT8788 Processor4 GB LPDDR4 RAMAndroid Operating System27.94 cm (11 Inch) Display1 Year Onsite Warranty,Primebook,MediaTek MT8788 Processor,4 GB LPDDR4 RAM,Android Operating System,,27.94 cm (11 Inch) Display,1 Year Onsite Warranty
MSI Katana 17 Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,113602.0,4.2,10 Ratings & 0 Reviews,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty,MSI,Intel Core i7 Processor,(12th Gen)16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,117990.0,4.6,45 Ratings & 5 Reviews,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",APPLE,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display,1 Year Limited Warranty
ASUS Vivobook Go 14 Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK013W Thin and...,22990.0,4.1,17 Ratings & 0 Reviews,Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,ASUS,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty
MSI GF63 Core i5 11th Gen 11260H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,60008.0,,,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,MSI,Intel Core i5 Processor,(11th Gen)16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,24990.0,4.2,194 Ratings & 38 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Wings,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty
Lenovo IdeaPad 1 Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Lapt...,26990.0,4.2,593 Ratings & 60 Reviews,AMD Athlon Dual Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,Lenovo,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FR2515TU Laptop,36490.0,3.6,5 Ratings & 1 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1-year warranty,HP,Intel Core i3 Processor,(11th Gen)8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,
