date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2016-12-19,9.0,2.0,4.0,5.0,6.0,6.0,5.0,20.0,18.0,36.0,21.0,33.0,22.0,18.0,20.0,24.0,31.0,33.0,34.0,16.0,21.0,13.0,10.0,11.0
2016-12-20,4.0,4.0,2.0,5.0,4.0,5.0,14.0,21.0,40.0,26.0,23.0,26.0,39.0,30.0,22.0,30.0,20.0,30.0,31.0,23.0,12.0,11.0,10.0,12.0
2016-12-21,6.0,8.0,6.0,6.0,3.0,7.0,12.0,15.0,20.0,22.0,26.0,20.0,37.0,17.0,21.0,24.0,31.0,31.0,22.0,24.0,29.0,15.0,10.0,14.0
2016-12-22,15.0,10.0,5.0,5.0,2.0,6.0,7.0,13.0,13.0,17.0,18.0,29.0,22.0,25.0,22.0,26.0,31.0,37.0,18.0,24.0,17.0,12.0,8.0,16.0
2016-12-23,7.0,12.0,9.0,5.0,4.0,3.0,9.0,9.0,17.0,24.0,17.0,27.0,35.0,24.0,28.0,23.0,31.0,33.0,20.0,18.0,23.0,18.0,15.0,7.0
2016-12-24,7.0,6.0,6.0,10.0,6.0,3.0,7.0,10.0,12.0,21.0,19.0,23.0,27.0,18.0,37.0,25.0,28.0,32.0,24.0,19.0,12.0,13.0,11.0,8.0
2016-12-25,13.0,3.0,14.0,11.0,7.0,3.0,6.0,8.0,18.0,19.0,13.0,11.0,9.0,10.0,8.0,24.0,24.0,25.0,15.0,20.0,16.0,14.0,8.0,9.0
2016-12-26,8.0,7.0,5.0,7.0,9.0,6.0,9.0,5.0,12.0,23.0,26.0,19.0,17.0,17.0,16.0,24.0,14.0,20.0,19.0,16.0,19.0,15.0,7.0,13.0
2016-12-27,6.0,10.0,5.0,7.0,6.0,8.0,7.0,29.0,18.0,28.0,24.0,28.0,19.0,26.0,27.0,25.0,24.0,19.0,29.0,16.0,21.0,15.0,7.0,9.0
2016-12-28,10.0,5.0,2.0,9.0,5.0,9.0,9.0,14.0,11.0,26.0,19.0,14.0,27.0,27.0,23.0,25.0,22.0,24.0,16.0,18.0,18.0,11.0,8.0,10.0
2016-12-29,11.0,8.0,7.0,8.0,4.0,7.0,20.0,13.0,10.0,17.0,17.0,16.0,21.0,33.0,20.0,16.0,17.0,30.0,20.0,21.0,10.0,12.0,10.0,13.0
2016-12-30,9.0,6.0,11.0,4.0,3.0,4.0,4.0,12.0,14.0,14.0,25.0,20.0,26.0,31.0,21.0,28.0,26.0,15.0,19.0,20.0,17.0,11.0,14.0,15.0
2016-12-31,8.0,14.0,6.0,3.0,5.0,4.0,4.0,14.0,8.0,8.0,17.0,20.0,20.0,16.0,23.0,25.0,14.0,28.0,22.0,31.0,18.0,14.0,27.0,7.0
2017-01-01,14.0,13.0,19.0,11.0,14.0,13.0,12.0,7.0,8.0,13.0,12.0,15.0,20.0,16.0,17.0,17.0,15.0,11.0,15.0,12.0,12.0,10.0,5.0,7.0
2017-01-02,9.0,7.0,7.0,4.0,4.0,2.0,4.0,5.0,16.0,16.0,16.0,13.0,19.0,24.0,16.0,25.0,13.0,19.0,15.0,21.0,16.0,14.0,10.0,15.0
2017-01-03,9.0,4.0,9.0,8.0,1.0,8.0,14.0,14.0,23.0,23.0,21.0,28.0,18.0,28.0,22.0,30.0,45.0,24.0,40.0,23.0,28.0,16.0,4.0,3.0
2017-01-04,7.0,3.0,2.0,6.0,4.0,6.0,17.0,17.0,18.0,18.0,33.0,29.0,24.0,13.0,25.0,28.0,21.0,24.0,30.0,31.0,24.0,16.0,18.0,8.0
2017-01-05,2.0,4.0,5.0,8.0,6.0,5.0,17.0,15.0,23.0,24.0,10.0,20.0,12.0,17.0,20.0,23.0,27.0,26.0,31.0,12.0,17.0,12.0,17.0,11.0
2017-01-06,9.0,4.0,8.0,8.0,6.0,10.0,16.0,23.0,23.0,17.0,29.0,22.0,26.0,38.0,14.0,21.0,14.0,28.0,29.0,19.0,11.0,17.0,10.0,11.0
2017-01-07,6.0,9.0,12.0,7.0,4.0,4.0,10.0,7.0,7.0,17.0,29.0,48.0,35.0,42.0,29.0,20.0,12.0,18.0,25.0,27.0,7.0,10.0,14.0,13.0
2017-01-08,7.0,15.0,6.0,7.0,10.0,9.0,8.0,6.0,10.0,17.0,22.0,19.0,18.0,16.0,15.0,17.0,19.0,20.0,16.0,24.0,28.0,9.0,14.0,9.0
2017-01-09,6.0,5.0,11.0,5.0,4.0,8.0,9.0,24.0,24.0,21.0,24.0,16.0,25.0,30.0,24.0,13.0,17.0,33.0,20.0,14.0,12.0,12.0,7.0,9.0
2017-01-10,9.0,4.0,10.0,6.0,7.0,6.0,15.0,21.0,41.0,25.0,18.0,26.0,21.0,23.0,16.0,23.0,25.0,27.0,24.0,19.0,14.0,12.0,9.0,10.0
2017-01-11,10.0,11.0,8.0,5.0,4.0,18.0,29.0,46.0,42.0,30.0,23.0,31.0,30.0,24.0,29.0,33.0,21.0,29.0,24.0,23.0,8.0,17.0,13.0,5.0
2017-01-12,6.0,3.0,8.0,13.0,5.0,7.0,16.0,21.0,20.0,21.0,32.0,17.0,23.0,14.0,24.0,26.0,33.0,31.0,22.0,17.0,19.0,25.0,11.0,13.0
2017-01-13,15.0,9.0,8.0,7.0,2.0,6.0,9.0,16.0,25.0,23.0,27.0,26.0,20.0,27.0,30.0,25.0,16.0,21.0,19.0,28.0,19.0,16.0,13.0,9.0
2017-01-14,8.0,6.0,10.0,3.0,8.0,3.0,7.0,7.0,10.0,13.0,26.0,16.0,25.0,11.0,15.0,12.0,25.0,15.0,10.0,15.0,10.0,9.0,6.0,19.0
2017-01-15,14.0,13.0,7.0,9.0,9.0,9.0,11.0,14.0,16.0,18.0,13.0,21.0,14.0,19.0,16.0,5.0,19.0,9.0,23.0,9.0,22.0,17.0,7.0,7.0
2017-01-16,6.0,4.0,8.0,5.0,0.0,6.0,11.0,14.0,14.0,21.0,13.0,13.0,25.0,20.0,26.0,28.0,24.0,13.0,15.0,16.0,12.0,12.0,14.0,9.0
2017-01-17,9.0,10.0,0.0,2.0,8.0,3.0,19.0,27.0,20.0,28.0,18.0,16.0,25.0,25.0,22.0,28.0,25.0,30.0,26.0,15.0,10.0,15.0,8.0,7.0
2017-01-18,5.0,9.0,2.0,3.0,5.0,7.0,15.0,9.0,12.0,19.0,18.0,23.0,17.0,23.0,16.0,14.0,26.0,24.0,17.0,6.0,15.0,17.0,12.0,5.0
2017-01-19,7.0,2.0,6.0,6.0,5.0,4.0,13.0,13.0,28.0,26.0,35.0,16.0,25.0,18.0,22.0,26.0,15.0,26.0,15.0,20.0,10.0,13.0,14.0,13.0
2017-01-20,4.0,8.0,2.0,5.0,6.0,5.0,10.0,16.0,17.0,10.0,26.0,22.0,22.0,29.0,25.0,31.0,21.0,30.0,24.0,13.0,19.0,16.0,15.0,9.0
2017-01-21,6.0,4.0,3.0,3.0,2.0,7.0,6.0,10.0,8.0,11.0,22.0,16.0,11.0,12.0,9.0,10.0,7.0,21.0,22.0,26.0,12.0,13.0,16.0,17.0
2017-01-22,8.0,11.0,9.0,2.0,7.0,2.0,12.0,7.0,18.0,17.0,16.0,18.0,13.0,13.0,15.0,18.0,16.0,17.0,11.0,14.0,11.0,21.0,6.0,3.0
2017-01-23,10.0,6.0,3.0,8.0,10.0,5.0,15.0,38.0,40.0,46.0,36.0,35.0,36.0,34.0,30.0,36.0,30.0,48.0,38.0,22.0,18.0,13.0,17.0,6.0
2017-01-24,10.0,8.0,8.0,13.0,2.0,13.0,10.0,17.0,35.0,23.0,17.0,13.0,25.0,19.0,18.0,19.0,38.0,23.0,14.0,31.0,13.0,18.0,17.0,8.0
2017-01-25,15.0,4.0,6.0,3.0,4.0,7.0,9.0,20.0,21.0,24.0,16.0,21.0,16.0,34.0,25.0,28.0,31.0,25.0,31.0,15.0,9.0,15.0,12.0,8.0
2017-01-26,6.0,4.0,10.0,8.0,2.0,5.0,27.0,19.0,16.0,31.0,15.0,27.0,29.0,47.0,39.0,24.0,12.0,34.0,21.0,9.0,13.0,7.0,10.0,14.0
2017-01-27,8.0,6.0,3.0,7.0,5.0,3.0,14.0,16.0,20.0,17.0,15.0,26.0,25.0,18.0,32.0,17.0,21.0,17.0,27.0,14.0,16.0,15.0,12.0,9.0
2017-01-28,6.0,4.0,3.0,9.0,6.0,8.0,11.0,10.0,9.0,12.0,20.0,14.0,17.0,20.0,15.0,28.0,14.0,22.0,16.0,14.0,10.0,12.0,10.0,9.0
2017-01-29,8.0,8.0,12.0,6.0,3.0,5.0,7.0,7.0,10.0,8.0,13.0,19.0,16.0,17.0,15.0,22.0,13.0,27.0,16.0,8.0,10.0,7.0,7.0,4.0
2017-01-30,10.0,7.0,12.0,1.0,9.0,4.0,5.0,22.0,33.0,29.0,20.0,19.0,16.0,24.0,13.0,26.0,26.0,20.0,25.0,23.0,20.0,11.0,8.0,13.0
2017-01-31,6.0,6.0,7.0,4.0,7.0,4.0,17.0,20.0,12.0,19.0,15.0,24.0,17.0,13.0,17.0,21.0,17.0,31.0,21.0,16.0,10.0,11.0,7.0,8.0
2017-02-01,4.0,8.0,12.0,4.0,7.0,6.0,7.0,20.0,22.0,28.0,29.0,21.0,27.0,28.0,24.0,21.0,16.0,26.0,17.0,23.0,4.0,12.0,16.0,5.0
2017-02-02,4.0,7.0,6.0,5.0,4.0,3.0,20.0,17.0,19.0,29.0,18.0,15.0,36.0,31.0,14.0,21.0,19.0,23.0,26.0,19.0,18.0,13.0,10.0,3.0
2017-02-03,12.0,9.0,7.0,2.0,8.0,4.0,6.0,7.0,16.0,13.0,18.0,31.0,18.0,24.0,16.0,16.0,27.0,26.0,25.0,26.0,20.0,5.0,16.0,10.0
2017-02-04,9.0,6.0,5.0,2.0,4.0,7.0,6.0,17.0,11.0,15.0,16.0,24.0,10.0,21.0,21.0,14.0,13.0,10.0,18.0,13.0,18.0,11.0,11.0,9.0
2017-02-05,8.0,11.0,16.0,9.0,6.0,3.0,5.0,6.0,9.0,12.0,12.0,20.0,10.0,14.0,15.0,15.0,17.0,9.0,14.0,8.0,12.0,18.0,6.0,10.0
2017-02-06,12.0,6.0,3.0,7.0,5.0,5.0,9.0,18.0,23.0,20.0,24.0,30.0,19.0,17.0,22.0,29.0,28.0,25.0,18.0,13.0,12.0,13.0,10.0,4.0
2017-02-07,4.0,5.0,4.0,5.0,5.0,1.0,7.0,15.0,30.0,24.0,23.0,22.0,30.0,23.0,17.0,24.0,19.0,22.0,20.0,14.0,11.0,12.0,12.0,7.0
2017-02-08,5.0,2.0,5.0,8.0,6.0,3.0,13.0,13.0,9.0,30.0,18.0,26.0,21.0,17.0,22.0,26.0,30.0,32.0,40.0,14.0,26.0,11.0,5.0,9.0
2017-02-09,4.0,3.0,7.0,8.0,7.0,34.0,49.0,54.0,40.0,24.0,21.0,24.0,22.0,13.0,25.0,19.0,38.0,30.0,15.0,16.0,21.0,13.0,12.0,11.0
2017-02-10,9.0,8.0,8.0,11.0,2.0,7.0,14.0,17.0,25.0,30.0,25.0,17.0,28.0,31.0,16.0,33.0,20.0,30.0,12.0,18.0,18.0,11.0,9.0,15.0
2017-02-11,8.0,10.0,6.0,4.0,1.0,11.0,6.0,7.0,22.0,20.0,21.0,17.0,12.0,20.0,23.0,22.0,14.0,16.0,16.0,30.0,14.0,18.0,12.0,10.0
2017-02-12,6.0,7.0,5.0,0.0,4.0,0.0,5.0,6.0,9.0,10.0,6.0,17.0,20.0,27.0,10.0,14.0,15.0,16.0,12.0,12.0,13.0,16.0,9.0,7.0
2017-02-13,6.0,5.0,10.0,7.0,28.0,18.0,16.0,31.0,29.0,29.0,40.0,37.0,40.0,25.0,38.0,34.0,22.0,27.0,32.0,17.0,16.0,10.0,4.0,3.0
2017-02-14,6.0,1.0,7.0,3.0,6.0,3.0,8.0,17.0,24.0,16.0,23.0,18.0,20.0,13.0,33.0,19.0,25.0,14.0,24.0,24.0,12.0,12.0,16.0,10.0
2017-02-15,3.0,7.0,1.0,7.0,6.0,7.0,20.0,13.0,12.0,23.0,14.0,13.0,21.0,23.0,13.0,23.0,24.0,28.0,18.0,19.0,13.0,10.0,8.0,5.0
2017-02-16,7.0,6.0,10.0,1.0,2.0,3.0,6.0,26.0,21.0,19.0,18.0,18.0,22.0,21.0,32.0,35.0,20.0,23.0,19.0,13.0,10.0,14.0,10.0,3.0
2017-02-17,9.0,4.0,5.0,2.0,9.0,8.0,9.0,9.0,24.0,10.0,23.0,27.0,29.0,22.0,28.0,28.0,25.0,21.0,22.0,22.0,15.0,9.0,9.0,9.0
2017-02-18,7.0,18.0,6.0,11.0,9.0,4.0,9.0,5.0,9.0,16.0,13.0,30.0,20.0,31.0,29.0,30.0,26.0,17.0,39.0,17.0,10.0,16.0,11.0,17.0
2017-02-19,11.0,5.0,12.0,11.0,7.0,1.0,3.0,12.0,16.0,12.0,9.0,11.0,24.0,25.0,16.0,15.0,16.0,30.0,14.0,21.0,23.0,16.0,10.0,9.0
2017-02-20,5.0,8.0,6.0,1.0,3.0,3.0,8.0,7.0,18.0,19.0,24.0,30.0,19.0,23.0,26.0,25.0,19.0,17.0,17.0,20.0,12.0,13.0,7.0,6.0
2017-02-21,10.0,8.0,5.0,4.0,5.0,9.0,3.0,15.0,17.0,15.0,19.0,23.0,20.0,18.0,19.0,26.0,14.0,19.0,22.0,15.0,16.0,6.0,14.0,12.0
2017-02-22,6.0,9.0,13.0,5.0,4.0,3.0,4.0,27.0,16.0,20.0,22.0,19.0,15.0,22.0,15.0,27.0,22.0,22.0,26.0,17.0,21.0,23.0,16.0,8.0
2017-02-23,6.0,7.0,4.0,6.0,2.0,3.0,8.0,19.0,14.0,27.0,20.0,20.0,27.0,21.0,25.0,24.0,28.0,27.0,22.0,13.0,9.0,15.0,5.0,6.0
2017-02-24,5.0,7.0,8.0,5.0,8.0,7.0,11.0,17.0,28.0,27.0,22.0,27.0,25.0,33.0,29.0,30.0,41.0,29.0,24.0,15.0,18.0,14.0,9.0,14.0
2017-02-25,10.0,12.0,4.0,11.0,7.0,5.0,13.0,4.0,12.0,19.0,24.0,20.0,23.0,25.0,18.0,23.0,42.0,28.0,27.0,16.0,22.0,14.0,13.0,13.0
2017-02-26,10.0,2.0,10.0,4.0,3.0,2.0,10.0,12.0,6.0,18.0,17.0,14.0,27.0,18.0,18.0,13.0,11.0,17.0,14.0,14.0,15.0,6.0,6.0,9.0
2017-02-27,1.0,7.0,4.0,7.0,7.0,8.0,28.0,16.0,20.0,16.0,25.0,28.0,16.0,28.0,26.0,21.0,17.0,22.0,16.0,17.0,10.0,9.0,4.0,8.0
2017-02-28,5.0,3.0,8.0,5.0,3.0,7.0,17.0,14.0,24.0,24.0,25.0,22.0,21.0,20.0,16.0,23.0,28.0,18.0,26.0,19.0,12.0,9.0,11.0,13.0
2017-03-01,7.0,10.0,5.0,7.0,2.0,7.0,13.0,11.0,21.0,18.0,38.0,20.0,14.0,25.0,21.0,20.0,23.0,23.0,9.0,15.0,24.0,15.0,14.0,5.0
2017-03-02,5.0,6.0,15.0,5.0,14.0,22.0,35.0,27.0,32.0,30.0,26.0,33.0,23.0,24.0,23.0,21.0,35.0,24.0,21.0,16.0,20.0,18.0,8.0,4.0
2017-03-03,6.0,3.0,9.0,3.0,2.0,3.0,18.0,16.0,15.0,20.0,18.0,19.0,15.0,21.0,17.0,30.0,20.0,20.0,15.0,30.0,22.0,15.0,18.0,5.0
2017-03-04,6.0,7.0,8.0,11.0,2.0,3.0,9.0,13.0,13.0,18.0,22.0,12.0,20.0,22.0,18.0,19.0,19.0,25.0,26.0,12.0,11.0,15.0,16.0,9.0
2017-03-05,5.0,10.0,2.0,3.0,1.0,2.0,8.0,8.0,20.0,27.0,15.0,29.0,15.0,17.0,18.0,15.0,11.0,21.0,21.0,13.0,15.0,9.0,11.0,9.0
2017-03-06,7.0,11.0,3.0,6.0,6.0,11.0,10.0,17.0,30.0,29.0,24.0,13.0,25.0,20.0,16.0,23.0,26.0,27.0,16.0,14.0,12.0,4.0,6.0,10.0
2017-03-07,6.0,5.0,3.0,5.0,3.0,5.0,15.0,20.0,21.0,31.0,30.0,17.0,30.0,19.0,15.0,36.0,33.0,21.0,26.0,16.0,11.0,12.0,9.0,9.0
2017-03-08,7.0,1.0,9.0,6.0,7.0,6.0,7.0,18.0,22.0,20.0,24.0,28.0,22.0,25.0,10.0,21.0,25.0,24.0,13.0,18.0,19.0,7.0,13.0,9.0
2017-03-09,5.0,3.0,4.0,4.0,3.0,11.0,18.0,21.0,18.0,17.0,16.0,29.0,23.0,28.0,25.0,22.0,32.0,27.0,22.0,17.0,15.0,10.0,8.0,12.0
2017-03-10,7.0,11.0,2.0,7.0,3.0,5.0,6.0,22.0,15.0,24.0,37.0,28.0,23.0,29.0,23.0,20.0,37.0,28.0,17.0,21.0,12.0,19.0,12.0,6.0
2017-03-11,12.0,5.0,13.0,5.0,3.0,4.0,5.0,12.0,11.0,9.0,19.0,12.0,17.0,14.0,27.0,15.0,17.0,16.0,7.0,17.0,11.0,14.0,21.0,15.0
2017-03-12,8.0,13.0,0.0,3.0,7.0,6.0,5.0,5.0,7.0,7.0,23.0,14.0,16.0,13.0,29.0,19.0,12.0,12.0,10.0,15.0,14.0,12.0,14.0,8.0
2017-03-13,18.0,11.0,6.0,4.0,2.0,9.0,15.0,16.0,24.0,26.0,14.0,28.0,24.0,28.0,33.0,27.0,37.0,27.0,18.0,19.0,16.0,15.0,5.0,13.0
2017-03-14,15.0,11.0,19.0,8.0,6.0,6.0,8.0,16.0,38.0,34.0,44.0,33.0,20.0,38.0,50.0,29.0,26.0,15.0,17.0,14.0,20.0,14.0,15.0,6.0
2017-03-15,10.0,11.0,9.0,10.0,6.0,12.0,18.0,27.0,27.0,47.0,43.0,21.0,33.0,23.0,22.0,24.0,32.0,23.0,19.0,28.0,19.0,15.0,13.0,5.0
2017-03-16,13.0,8.0,10.0,7.0,3.0,4.0,2.0,22.0,31.0,26.0,24.0,23.0,18.0,27.0,27.0,28.0,25.0,28.0,32.0,22.0,17.0,11.0,5.0,9.0
2017-03-17,11.0,7.0,6.0,4.0,2.0,8.0,11.0,24.0,12.0,29.0,37.0,30.0,21.0,31.0,30.0,30.0,31.0,31.0,23.0,22.0,10.0,13.0,23.0,13.0
2017-03-18,8.0,10.0,5.0,5.0,7.0,6.0,3.0,6.0,14.0,20.0,21.0,14.0,23.0,13.0,20.0,22.0,17.0,12.0,13.0,21.0,18.0,17.0,11.0,21.0
2017-03-19,5.0,9.0,8.0,5.0,5.0,4.0,6.0,9.0,9.0,11.0,12.0,16.0,22.0,17.0,19.0,24.0,9.0,11.0,16.0,10.0,13.0,16.0,8.0,5.0
2017-03-20,6.0,5.0,6.0,9.0,2.0,10.0,17.0,21.0,20.0,19.0,18.0,23.0,25.0,26.0,21.0,28.0,27.0,22.0,20.0,15.0,12.0,6.0,7.0,10.0
2017-03-21,10.0,12.0,10.0,5.0,3.0,4.0,14.0,11.0,18.0,14.0,21.0,20.0,28.0,25.0,21.0,23.0,27.0,29.0,20.0,25.0,17.0,18.0,7.0,10.0
2017-03-22,5.0,7.0,8.0,6.0,3.0,9.0,9.0,13.0,15.0,27.0,26.0,26.0,21.0,24.0,30.0,32.0,18.0,25.0,24.0,18.0,17.0,9.0,14.0,5.0
2017-03-23,12.0,8.0,7.0,8.0,5.0,5.0,4.0,26.0,15.0,19.0,24.0,26.0,23.0,21.0,20.0,22.0,20.0,29.0,24.0,19.0,11.0,17.0,7.0,10.0
2017-03-24,5.0,6.0,7.0,7.0,3.0,5.0,13.0,11.0,23.0,15.0,27.0,22.0,25.0,30.0,22.0,19.0,26.0,28.0,24.0,19.0,12.0,9.0,11.0,14.0
2017-03-25,4.0,13.0,5.0,4.0,10.0,4.0,8.0,5.0,11.0,12.0,14.0,19.0,21.0,21.0,24.0,22.0,15.0,23.0,17.0,14.0,16.0,12.0,7.0,10.0
2017-03-26,12.0,9.0,7.0,3.0,7.0,4.0,5.0,6.0,6.0,18.0,11.0,18.0,17.0,16.0,25.0,18.0,12.0,25.0,15.0,22.0,4.0,9.0,3.0,14.0
2017-03-27,10.0,4.0,8.0,5.0,4.0,16.0,9.0,14.0,22.0,31.0,22.0,21.0,32.0,18.0,24.0,26.0,29.0,22.0,23.0,13.0,14.0,11.0,9.0,6.0
2017-03-28,7.0,4.0,3.0,6.0,5.0,9.0,11.0,20.0,30.0,27.0,25.0,22.0,21.0,17.0,22.0,21.0,19.0,23.0,11.0,15.0,16.0,15.0,12.0,5.0
2017-03-29,5.0,7.0,11.0,7.0,3.0,7.0,9.0,19.0,37.0,15.0,22.0,39.0,24.0,11.0,21.0,26.0,32.0,23.0,21.0,9.0,23.0,12.0,3.0,11.0
2017-03-30,7.0,7.0,2.0,6.0,3.0,4.0,10.0,10.0,19.0,20.0,18.0,20.0,15.0,18.0,13.0,25.0,27.0,39.0,17.0,15.0,17.0,13.0,13.0,7.0
2017-03-31,4.0,6.0,4.0,5.0,7.0,10.0,12.0,16.0,28.0,20.0,24.0,16.0,26.0,25.0,22.0,30.0,20.0,29.0,20.0,17.0,17.0,17.0,12.0,8.0
2017-04-01,11.0,4.0,3.0,7.0,5.0,3.0,7.0,4.0,17.0,16.0,15.0,25.0,21.0,14.0,32.0,18.0,23.0,13.0,21.0,10.0,21.0,14.0,14.0,8.0
2017-04-02,6.0,4.0,9.0,7.0,14.0,7.0,10.0,4.0,5.0,20.0,11.0,22.0,26.0,12.0,23.0,17.0,9.0,23.0,22.0,18.0,9.0,20.0,7.0,8.0
2017-04-03,7.0,3.0,6.0,5.0,7.0,13.0,10.0,15.0,36.0,21.0,20.0,33.0,30.0,20.0,23.0,25.0,30.0,22.0,24.0,9.0,17.0,10.0,5.0,7.0
2017-04-04,6.0,6.0,2.0,2.0,8.0,12.0,19.0,23.0,22.0,22.0,28.0,26.0,25.0,36.0,21.0,30.0,23.0,25.0,16.0,27.0,22.0,12.0,5.0,10.0
2017-04-05,2.0,2.0,4.0,5.0,4.0,9.0,13.0,12.0,28.0,20.0,23.0,21.0,31.0,17.0,33.0,29.0,31.0,31.0,17.0,19.0,22.0,19.0,8.0,6.0
2017-04-06,2.0,2.0,5.0,4.0,4.0,4.0,7.0,18.0,25.0,24.0,19.0,23.0,20.0,27.0,32.0,50.0,34.0,32.0,30.0,17.0,16.0,13.0,14.0,5.0
2017-04-07,5.0,8.0,11.0,3.0,4.0,4.0,11.0,19.0,17.0,26.0,19.0,20.0,16.0,34.0,26.0,17.0,19.0,23.0,12.0,24.0,16.0,14.0,18.0,5.0
2017-04-08,10.0,4.0,6.0,6.0,7.0,4.0,9.0,12.0,17.0,16.0,21.0,25.0,22.0,32.0,26.0,26.0,36.0,15.0,24.0,12.0,18.0,11.0,14.0,14.0
2017-04-09,13.0,3.0,8.0,13.0,4.0,3.0,5.0,9.0,14.0,18.0,23.0,19.0,26.0,17.0,27.0,17.0,15.0,27.0,17.0,18.0,19.0,7.0,9.0,10.0
2017-04-10,4.0,12.0,4.0,7.0,3.0,5.0,5.0,21.0,23.0,30.0,16.0,23.0,29.0,25.0,35.0,25.0,35.0,32.0,17.0,23.0,13.0,7.0,11.0,5.0
2017-04-11,9.0,1.0,3.0,5.0,4.0,7.0,15.0,30.0,25.0,19.0,11.0,26.0,30.0,26.0,29.0,26.0,46.0,27.0,28.0,25.0,15.0,12.0,14.0,8.0
2017-04-12,8.0,7.0,5.0,8.0,3.0,5.0,6.0,28.0,14.0,12.0,18.0,19.0,19.0,17.0,29.0,30.0,18.0,19.0,22.0,13.0,14.0,11.0,4.0,14.0
2017-04-13,5.0,9.0,9.0,5.0,1.0,14.0,4.0,14.0,10.0,17.0,22.0,18.0,27.0,19.0,17.0,21.0,24.0,27.0,16.0,24.0,22.0,9.0,16.0,9.0
2017-04-14,7.0,4.0,3.0,8.0,2.0,7.0,9.0,16.0,10.0,12.0,28.0,24.0,22.0,23.0,20.0,28.0,27.0,27.0,25.0,9.0,18.0,18.0,21.0,14.0
2017-04-15,11.0,3.0,7.0,6.0,12.0,5.0,6.0,14.0,22.0,14.0,11.0,11.0,23.0,20.0,19.0,13.0,15.0,21.0,21.0,14.0,16.0,14.0,17.0,13.0
2017-04-16,12.0,6.0,6.0,1.0,2.0,2.0,6.0,7.0,5.0,21.0,15.0,8.0,20.0,19.0,21.0,12.0,24.0,16.0,18.0,19.0,17.0,14.0,11.0,7.0
2017-04-17,8.0,3.0,1.0,2.0,5.0,4.0,8.0,15.0,20.0,26.0,23.0,17.0,17.0,22.0,19.0,17.0,29.0,22.0,18.0,16.0,11.0,14.0,7.0,13.0
2017-04-18,18.0,8.0,5.0,5.0,6.0,3.0,5.0,10.0,16.0,33.0,25.0,27.0,33.0,17.0,17.0,28.0,35.0,23.0,25.0,16.0,9.0,8.0,9.0,6.0
2017-04-19,7.0,7.0,3.0,1.0,7.0,5.0,10.0,17.0,20.0,17.0,21.0,23.0,29.0,20.0,21.0,18.0,14.0,17.0,33.0,14.0,5.0,16.0,14.0,6.0
2017-04-20,6.0,4.0,3.0,3.0,2.0,5.0,9.0,20.0,19.0,17.0,16.0,17.0,18.0,20.0,19.0,28.0,26.0,23.0,22.0,20.0,15.0,10.0,17.0,4.0
2017-04-21,6.0,5.0,3.0,7.0,2.0,6.0,12.0,13.0,42.0,22.0,15.0,11.0,19.0,35.0,17.0,14.0,34.0,41.0,20.0,14.0,28.0,15.0,4.0,11.0
2017-04-22,10.0,3.0,8.0,3.0,4.0,4.0,11.0,12.0,14.0,14.0,15.0,14.0,22.0,13.0,26.0,25.0,12.0,20.0,22.0,16.0,14.0,13.0,16.0,8.0
2017-04-23,3.0,10.0,8.0,10.0,5.0,11.0,11.0,5.0,10.0,13.0,17.0,21.0,18.0,13.0,22.0,19.0,18.0,22.0,20.0,12.0,13.0,10.0,16.0,5.0
2017-04-24,4.0,3.0,6.0,2.0,5.0,5.0,23.0,12.0,20.0,16.0,33.0,17.0,20.0,13.0,15.0,23.0,25.0,17.0,21.0,15.0,16.0,19.0,9.0,10.0
2017-04-25,3.0,4.0,3.0,9.0,1.0,7.0,11.0,22.0,13.0,10.0,20.0,18.0,21.0,30.0,16.0,21.0,38.0,23.0,29.0,20.0,22.0,19.0,15.0,13.0
2017-04-26,5.0,8.0,3.0,6.0,5.0,5.0,14.0,13.0,18.0,29.0,26.0,33.0,30.0,32.0,26.0,27.0,29.0,15.0,15.0,15.0,10.0,18.0,6.0,12.0
2017-04-27,10.0,11.0,5.0,6.0,3.0,3.0,8.0,12.0,24.0,8.0,17.0,22.0,20.0,26.0,24.0,25.0,21.0,29.0,22.0,12.0,28.0,17.0,11.0,12.0
2017-04-28,5.0,9.0,10.0,5.0,5.0,7.0,14.0,27.0,27.0,22.0,27.0,27.0,13.0,29.0,27.0,42.0,39.0,35.0,31.0,19.0,11.0,18.0,17.0,10.0
2017-04-29,12.0,7.0,6.0,6.0,20.0,8.0,4.0,16.0,14.0,22.0,13.0,21.0,30.0,22.0,14.0,28.0,34.0,19.0,27.0,12.0,18.0,14.0,21.0,6.0
2017-04-30,10.0,4.0,19.0,5.0,4.0,4.0,5.0,5.0,8.0,10.0,15.0,9.0,24.0,10.0,22.0,18.0,22.0,15.0,16.0,16.0,16.0,12.0,7.0,9.0
2017-05-01,4.0,3.0,4.0,5.0,1.0,4.0,5.0,14.0,22.0,16.0,18.0,23.0,23.0,17.0,25.0,28.0,29.0,21.0,22.0,17.0,17.0,8.0,8.0,8.0
2017-05-02,7.0,3.0,5.0,7.0,5.0,3.0,10.0,23.0,26.0,24.0,26.0,34.0,27.0,30.0,27.0,29.0,33.0,26.0,34.0,17.0,30.0,9.0,12.0,9.0
